ID,Author,State,BlockNumberChoices,Scores,AuthorTokenBalance
0x0e26290a37c37a5400c90ceb845844a040564d8fec6698dc5bb1549a05e936a0,0x786e4f08b9091c8091B38c58EdD53a082428cA36,closed,27546829,"['It’s fair ', 'It’s not fair']","[7989409.368487432, 1517833.8499833152]",0.0
0xeeab12d0fac69d4d738dda1e11983055270b2dd04578ef6715ed47a0f3c68a04,0x5C87D4395cCc23C44BDBAA9806F457a0644eeB0e,closed,27544272,"['yes', 'no']","[2032954.5232435465, 23851.451132044192]",0.0
0x53006c2e9e3276180b7e8ec67f5eba5645960491bda1e9ff180359faa2d374ee,0x0dD06522628Ea951960faC7c4a798Fecd6EdC0c7,closed,27539631,"['I want to donate a little bit ', ""I don't want but support "", ""I can't halp""]","[9155.51564247702, 651.9435188475875, 6178.225989516026]",0.0
0xb5567ac054717d9830b36fb06e2c894cfdcebf07edfd60853a865e714b0e7019,0xbC4430c43dE3E1D8a405eff89F5d1F54C23BFf08,active,27537695,"['Support 1CAKE', 'Spiritual support', "" sorry, I couldn't help you more""]","[1307979.7854790878, 524.5502797657376, 7538.647651274641]",0.9841658770559816
0x8278835fb5a9d1145cb6e95a459b3b0c121130cb41c5e25762a8ea1cbd76b336,0x1477bBe945F3AC30675E899d304B632c621006A1,closed,27537115,"['Yeah!', 'Nah']","[2415349.6855107304, 8460.87465024854]",0.11065175297395549
0xae53d7838213b69b6e69e6bd4f01f5c98a31fdd58592475e55cc2e281475ba8c,0xa7551aBe0A066555cb5d859849426fB55543Ca25,closed,27535322,"['✅ We support UniWhale’s Upgrade from v2 to v3! ', '❌ We do not support UniWhale’s Upgrade from v2 to v3.']","[30073890.10910386, 8034549.705725946]",10.0
0x1cb3ad738110fd179168a11022840c8b472c6fa2b37f05996d8584e35b9cd69d,0xa7551aBe0A066555cb5d859849426fB55543Ca25,closed,27534627,"['✅ We support Magpie’s Upgrade from v2 to v3! ', '❌ We do not support Magpie’s Upgrade from v2 to v3.']","[127227790.7553915, 6761201.0704912795]",10.0
0x14161dfc83bc83d690ef26f3e46a039271b04a784184ddfbd84d50661ac0dc2b,0x7030827734f362e568a2072C4B08C6207baE6cC5,closed,27518272,"['eliminate', 'no change']","[99899.77809024726, 5789987.597445899]",0.0
0xb42451a997cfd65340790a32a9c9b12be365465148465660ed67f8d2e4e3c421,0x3a492f78f342dD078b61F1f09809E11Bb2cc3e29,closed,27521239,"['Yes i will help', 'No thanks']","[13894.169675369165, 5294.011911646428]",0.0
0xed40274a9792c96d5703bada91eedc762f8d8422760660899fee5bcf157bbd3a,0x282ED144A225502Dc5b17013f4a77719BFaB6E50,closed,27511986,"['23% ', '15%', ' Do not change anything']","[107524.82871942538, 4372.528710120669, 56.58391091035489]",0.0
0x2571689f35eec18a9193d0218d99891d9d8ecb7edf5096b269c0b3593003d6ae,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27511572,['YES'],[40803.68293768435],10.128654868937554
0xcc2296d913beb2afada9610a78917d5b467d2ce65fc66108f31e5c649acb65f7,0xE2b03fCf30a29d6F402900771fcC6E22F5C4e49f,closed,27506389,"['Check your wallet you got it ', 'Thanks ! Eidi transfered']","[139466.9023560412, 7577.033663230827]",0.0
0x28fa149b19d8402da3b8a07df02d1db6d1babe46c9b366c195082491d4a2b130,0x79D9c4B55807ef534BaB022A673394Bd96D9eBA1,closed,27503575,"['✅List $PEPE🐸', '❌Don’t List $PEPE🐸']","[333349.1704738965, 230803.53043751852]",0.0
0x636c43827a0c001373fe30206153184d918a240625bfda05d674c9cc93faa2f2,0x79D9c4B55807ef534BaB022A673394Bd96D9eBA1,closed,27503575,"['✅List $PEPE🐸', '❌Don’t List PEPE🐸']","[96768.82818627942, 7466.618743728466]",0.0
0x1e5fdb5c87867a94c1c7f27025d62851ea47f6072f2296ca53a48fce1b87cdef,0x9c1b73E80D992389078a8ABc8B6039665C4846e7,closed,27499845,"['1', '2']","[14077.277340298328, 0.3146534071906111]",0.0
0xcd7620cc3532fb29b707ae3c047a555388fd475f468a7ec588119d762f19f1be,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27497834,['YES'],[69907.81256952553],10.128654868937554
0xd9fcd931b13e06ec8d799fb28d4c0cadf3c8f3707eee00fa4943cccda10a61f0,0x4A34075BED78A9C8916c34a3abe4ac59541eC831,closed,27491941,"['I will help you', 'I won’t help you']","[1108.979607058139, 24510.979136695863]",0.0
0x44088875efc777c67adc7ccb88042fcb28ff088a5c3bdc57d597824b1d5b1cd9,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27491721,"['For (minted) ✅', 'Abstain (missed)']","[49080.71196575783, 5.141021733559513]",10.128654868937554
0xd080673e09757fbd6426a0ee145c2f04be17b6f7e513273bb03fd1582094a05c,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27482464,"['Claim ✅', '🛑']","[2708.064119127424, 27611.551636408876]",10.128654868937554
0xbb075379ab91da786dd86052bdd0b494a06b4b2bfac8c9ef55788aad0a6b6e88,0xC0516DbA9Bc7B8A17020f9Dd97345000A75DDCfd,closed,27478171,"['SKYROCKETING ', 'HIGHER ELEVATION ']","[70649.28466535802, 22630.448484882618]",0.0
0x722e218efa5d8645d91176db84e66a3db07e53608d741b1451d49fbb64f8a23a,0xFFeaB797C693Cbc12Da1B27c65d93657cfd1AEc3,closed,27476711,"['I help you', ""Sorry, can't""]","[7.869997183336351, 7303.791702896613]",0.0
0x19c1ede29afd5de8c9f8de81145e1ab37dc3040685dfc50722b84ed99bed8907,0xa644E852579d306B78e345548Ff6929F02F97ee2,closed,27474574,"['Evet', 'Hayır']","[242798.1210312575, 20445.141144989742]",0.001
0x71586c22b97ab5cdf268f23c3f9ca44bf4299a276434bfe4ae7d7ff95bd87905,0xa304a2d9560ffCf652B57B48C0f9628478B91398,closed,27470560,"['Support', 'No Support']","[22891.18399098786, 73.57010779162182]",1.308769895831144
0xd228d9b1c419a716325caa4868776ab3d86a36a34dd928d2f70d837df15fd684,0x570a977847a1b98a2e23cc4CB05E71046d1234DE,closed,27463944,"['Yes. We want to create PIP', ""No. We don't want to create PIP""]","[240.4257213157062, 144.24736975509197]",0.0
0xf85de4af89daf332b69b59a6bb8a5a4d3eaf825615f9a110f462b5dff4f8f2a6,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27463554,"['YES', 'NO']","[89538.71384782491, 8.480192294887585]",10.128654868937554
0x6a4dd261848aa0c5d3d0aeb381b738ac92905e2a0e12c8812a74d6051a1491c4,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27463428,"['For (minted) ✅', 'Abstain (missed)']","[14171.069345054944, 7459.3234054949235]",10.128654868937554
0x562c853175d449adcf4ad4e754438242170b80da392c3f7b82f06c24440c9f0f,0x69248859910a80b184BA7f7D5c05BA31ed29ba3B,closed,27460867,"['我会捐赠', '我不会捐赠，但我希望一切顺利']","[12813.290497883749, 14423.834948426167]",0.0
0x33767351403aaaaeac528ec0c7a1561352fed613c0313c7caaeb494a4f54f2fb,0x69248859910a80b184BA7f7D5c05BA31ed29ba3B,closed,27460867,"['I will donate', 'I will not donate but I hope for the best']","[3199.254321892048, 20195.462192368075]",0.0
0xd886c94a2f8e5c0d570fc43b4010f8d6955780d0756129345743e56f13fb43e3,0xa7551aBe0A066555cb5d859849426fB55543Ca25,closed,27455773,"['✅– Yes, ultrasound CAKE now – target 0.35 CAKE/block for Syrup Pool emissions!', '✅– Yes, target 0.5 CAKE/block for Syrup Pool emissions.', '✅– Yes, target 1 CAKE/block for Syrup Pool emissions.', '❌– No, maintain higher inflation with 2 CAKE/block for Syrup Pool emissions.', '❌– No, maintain higher inflation with 3.5 CAKE/block or more for Syrup Pool emissions.', '❌– No, keep 6.65 CAKE/block for Syrup Pool emissions.']","[213404841.80507997, 921651.0682547612, 6476168.921020299, 1667238.9844069192, 940432.9716002668, 289256651.60925174]",10.0
0x59d6b2c078b8218f4de9455f02dccae77ff57456ee0143c303b2f7797354f849,0x2015e3179220262c4b15d48698d9b6D4Fbff0d04,closed,27455773,"['✅– Yes, ultrasound CAKE now – target 0.35 CAKE/block for Syrup Pool emissions!', '✅– Yes, target 0.5 CAKE/block for Syrup Pool emissions.', '✅– Yes, target 1 CAKE/block for Syrup Pool emissions.', '❌– No, maintain higher inflation with 2 CAKE/block for Syrup Pool emissions.', '❌– No, maintain higher inflation with 3.5 CAKE/block or more for Syrup Pool emissions.', '❌– No, keep 6.65 CAKE/block for Syrup Pool emissions.']","[318688.00587342604, 4927.483220172371, 528.6495919763364, 400655.2206764576, 0.047011016629204774, 635925.0376372352]",850.5666811379323
0xbd7f133206173a0d55b8a85b62af3e2831eeadabfb46729239d63465daa07ecf,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27454070,['✅'],[83329.59462215594],10.128654868937554
0xeaed9bd87699bbbfe42938ad31ea71d0b7102ab95ca0f2c0747ba19ff27fc19d,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27454063,"['For (minted) ✅', 'Abstain (missed)']","[52.38865778884261, 13606.970621203744]",10.128654868937554
0xd7a7a2326be6b053f959628139b48271e47bc3c5106309c0c84ac6f3f990c58c,0x29dd95a8A159fBE29593Ba5E57f3b58a60C043b8,active,27452436,"[""🧑\u200d🤝\u200d🧑 Let's help Ukrainian kids stranded in Romania together! 💪 Donate now and make a difference! 💸💕"", 'There’s still time until the winter comes again, so they will be fine🥱']","[14371.932798748674, 1311798.9843076528]",0.0
0x61e3bb39eb8254a50b8b3939dd57fab40e3484310d391f5f44d5b856a5101580,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27437383,['✅'],[281328.54356062994],10.128654868937554
0xd38637de755f24adb7fefbe52541a926ecf5f8960659f5bf84cc43de31ceacd4,0x82afd8fb3fe90cD9d8256B939290F09C5a22B4E9,closed,27436005,"['Agree', 'Disagree']","[459423.1216068837, 8749.344903250936]",0.0
0x33cf906c2febea305ea3dc2b0cbb79ebe4e44503baee0c8be6e707b6ef97d0c2,0x2c1d84045C441F82f3b18fe9Fad92e185E155a40,closed,27434201,"['bnb', 'cake', 'busd', 'other']","[681.5698658659541, 8137.971619983477, 0.12837495263628934, 6437.747296075819]",3.207934304048926
0x97596ddb9aad73cc40b160481a4aebb276c7a9726760b128c5281b40f0201fe9,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27428214,['✅'],[77110.12947866906],10.128654868937554
0xc2ae20912dd2ddb182a97bef8312ca59c9b1ad65a7f534b8ccc22a34e6028de3,0x29dd95a8A159fBE29593Ba5E57f3b58a60C043b8,active,27423257,"['\U0001fae1Your donation will make a difference in the lives of vulnerable Ukrainian children in Romania. 🤗Thank you for your support ❤️', '🙏 Please consider the urgent need of these children for basic necessities. Any amount you can donate, no matter how small, will make a difference🙏']","[1332037.585142498, 5.661888799117127]",0.0
0x92fbed6d233fa06b9d1a3a6903bfbc4f84c8ef0c8b9f109c4a15e219cb286050,0xa7551aBe0A066555cb5d859849426fB55543Ca25,closed,27421842,"['✅ We want to earn AXL tokens!', '❌ We don’t want to earn AXL tokens!']","[14521539.456731616, 1947365.0776460487]",10.0
0x897a95faf1e35743d9472144639f8e0ca29f0f7367d0c719d460c35ffa40ef88,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27409983,"[""Yes, I'm early (MINTED) ✅"", ""No, I'm late""]","[194477.74143746603, 70217.8039735777]",10.128654868937554
0x78c540497894aa3a87b97d8692612bd3bf578072ad889fba05f826a837bcc180,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27408559,"['Claim ✅', '🛑']","[54132.08691696891, 70005.65827453948]",10.128654868937554
0xf32e174082b7bb16e67e55d15d83a566c1ae95ac005b3dc519f5f1fcf56fba2c,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27399907,"['Claim ✅', '🛑']","[70822.22817789587, 34606.109935267494]",10.128654868937554
0xb7de7b89f7ba5ef78e1d61a3911b5ce0eafa025b1c2e59544f9b3c7c5e947e6b,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27396300,"['Claim ✅', '🛑']","[147196.83802745896, 25372.390422237364]",10.128654868937554
0x081bfee6f8336d2544b2f00d85b85fa3fe18b9028288e3f2692a3b2d206e6a4a,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27396267,"['YES', 'NO']","[48201.03266523415, 38308.13589125311]",10.128654868937554
0x310db2ec32052afe06c4080d3eac809c79d194dc009dd0eb592bcf0864861a4a,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27367588,"['YES', 'NO']","[25931.803444065707, 7411.310235482986]",10.128654868937554
0xf8f54785d46acca9ec57f63c72dfd96900e03ab2216d7f60fd776ffbba2ff7a4,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27367384,"['YES', 'MAYBE', 'HELL NO']","[2499.7568514601253, 0, 0]",10.128654868937554
0x1c2fd5c0af1d3ff72fb3d4c2bdf978b9ca370d3b9019b10486c3c8c82be5ca85,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27367376,"[""Yes, I'm early (MINTED) ✅"", ""No, I'm late""]","[32503.637468095127, 5115.160276471507]",10.128654868937554
0x61e7c01751172afd9b5b777f04bb88d626281c38bd206c716f0b1de008b325cb,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27367357,"['Claim ✅', '🛑']","[71501.18765994349, 5179.521664603275]",10.128654868937554
0xc6b31ff39b9f31180cf2a60af4c5cc38ee2df2a19af203c361cb3a6bc5eea0bc,0x34f29e3BD8961395853a35Cb6280222D5a3D10A0,closed,27346526,"['yes, Fees 0.25%', 'yes, Fees 1.00%', 'No. I do not like this protocol']","[215651.7946119154, 16997.756939923813, 24526.07236020825]",0.0
0xc41638ec3977fcc317031eb5a3a340b638151a0071f0532da80f6a1e459fdff7,0xAEF8C17d34caaeb0D86fef1d2021d5E4C8E820E1,active,27353351,"['YES ( Thank you for your help )', 'NO ']","[700.4942886223446, 1391825.0617521224]",0.0
0x430bf0b96c288b5ff36904821f64a42caeea291c4bf49f94dcfc3f9435ab7d3c,0xAD4E46B001245FB8DE0d15D1b4F3CAF0C029C41C,closed,27351049,"['Approved', 'Rejected']","[2816398.3334790706, 28930.074875251168]",3.394213879180962
0x6b7ce323eca76913a75c2e231a5c59acc769efce15177ed46debcb9393cd7ead,0xAD4E46B001245FB8DE0d15D1b4F3CAF0C029C41C,closed,27350875,"['Passed ', 'Rejected']","[91520.096107631, 19771.70779451614]",3.394213879180962
0x2d818bff41a10094b254c4727a623042ebaca8726009018be0d93c7612905226,0x8cb5D18f2c5B284bF5C0C2be1078F8394bde5CD7,closed,27343987,"['of course yes', ""don't do that""]","[108781.0728498882, 1343169.021892914]",0.2594536748345548
0x94827a0eb8ff15e2316e4568a08b5631ee0e522d5c5f29d3e089f7c4a4046a0e,0x570a977847a1b98a2e23cc4CB05E71046d1234DE,closed,27344244,"['Yes. I want Split the staking rewards and create a flexible reward pool system.', ""No. Don't make any changes""]","[1639.938125952538, 7540190.037523112]",0.0
0xe6c5532aedd25fe9b353e7267c85d4e06bcc9d6f8b813ac2aa24b5346a5909d0,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27343080,"['Claim ✅', '🛑']","[124916.92438889598, 9.388279995437012]",10.128654868937554
0x881b4b9e55d7880be5333657eff29ab38842b194316a1755f4175c1de0146ee5,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27343073,"['YES', 'MAYBE', 'HELL NO']","[54737.988392299456, 7.167069413288774, 905.2054060355396]",10.128654868937554
0x8019e265bfb212fc2fd81ffaf59bbcc79033d96151cef68acb5cd89b1ae1bbb4,0xc35eA8a6D6C5BFC4C6Fd8403411eC03d1FB8e379,closed,27342782,"['YES', 'MAYBE', 'HELL NO']","[57779.72302181101, 151.58857988005283, 0.35126819158683276]",0.0
0x5d1db7fdf9f8986a61a242026557583cd66eefe4d94836586d17b5225cf6ca60,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27342112,"['Claim ✅', '🛑']","[120571.6919869806, 19.68336714306372]",10.128654868937554
0x05f9a55758c12e71d51eb860a01c6331a897231f7426c75bffa49c264d801ec1,0xc35eA8a6D6C5BFC4C6Fd8403411eC03d1FB8e379,closed,27340753,"['I AM ON IT! ', 'MAYBE !', 'NO, I DONT LIKE IT! ']","[1067.7657338818203, 3.5730656357197894, 4.486271393881194]",0.0
0xb99dcb7a99aab1a000772061623f1f01216393dc2f95f6bd9cf2515f63b709f1,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27339777,"['Claim ✅', '🛑']","[58935.710267848335, 2.454033299948579]",10.128654868937554
0xb87525843fdbe2d98b61bd668d24ddd62a3d75c9afb4f53bc8d337d080c1c920,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27339715,"['Claim ✅', '🛑']","[62281.3265031393, 3.3809443830979866]",10.128654868937554
0xeca233f8108262aa8f9a870982110f9a87b28303554c8206e30a2b117c0458f4,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27339569,"['I MINTED ✅', ""I'm late""]","[114.79534316004388, 103.94322340102676]",10.128654868937554
0x20f7a440e0afc4ecbab9f98d02e65adf33b9207565bc400849120c0dbc5b0b9e,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27339470,"['I AM ON IT! ', 'MAYBE', 'NO , I DONT LIKE IT!']","[44.35811438438717, 28.101457265800217, 0.13256819158683278]",10.128654868937554
0x2fdb9bf7121f869ea63b50390a83004d42d557fb6507c0e2d37b64c72b969c28,0xc35eA8a6D6C5BFC4C6Fd8403411eC03d1FB8e379,closed,27339025,"['I AM ON IT! ', 'MAYBE', 'NO , I DONT LIKE IT!']","[2390.5253507969214, 1.3951434570908692, 4.1364439966990245]",0.0
0xaf9b2a9f6db3fe7a74c6763983f8bd4190b5fd6e4c3c79615e94c9a901755703,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27339324,"['Claim ✅', '🛑']","[54340.32233737237, 17.216151511907164]",10.128654868937554
0xb3006a4703c58ed0ca88e65dc0f0d1e52f4e8fc3589804dbc5418550c10bea07,0xa7551aBe0A066555cb5d859849426fB55543Ca25,closed,27338288,"['✅ We want to shift Outer Ring MMO’s Farm rewards!', '❌ We don’t want to shift Outer Ring MMO’s Farm rewards!']","[25160663.421099443, 745654.3374482255]",10.0
0x9f7c35cafd40125475616a34d01a62aa5b89c2d32b96506f838b2269ade258f7,0x259E82B1fdaC9d7057Fc09D6c3aaf5F6f0689D73,closed,27336323,"['Yes on all proposals', 'Yes on higher interest', 'Yes on just extra incentives for long term staking', 'No ']","[385536.6120060007, 62297.98088546665, 388.14420169500977, 2.142780961770399]",1e-18
0x1b1f7dab96e8b8c2de2b00d7787a3e19dfbd0124ec85cbd5bcfb06d87bb48fc5,0xB2774965cCe28Ea1840941bE37685206414Fad57,closed,27334993,"['Yes should reduce Cake emissions immediately', 'No, keep it this way']","[54072.94086741336, 5183973.259999874]",0.0
0x729ebae7557c6ee5a37c7f6df5d81cfe1749f46c3e6940033fbe6e0f35612468,0xcc0a9080e2dFb038F482E1787cE6078b2a076108,closed,27333229,"['Ok , lets Go ! Go Go Go ! ;) ', 'No , thanks …']","[43233.17222771789, 0.047011016629204774]",0.0
0xfc5323ca4a25ffd49e6c32e7a9a486aa98c8834d4eeba3737d4ffbddb94b9bc0,0x570a977847a1b98a2e23cc4CB05E71046d1234DE,closed,27326780,"['Yes, Reduce emissions towards Staking and Burn them.', ""No. Don't reduce emissions towards Staking.""]","[58369.3720000984, 1327107.9464179606]",0.0
0x18c928e03a51df3193ff40170842d3020c646f5f5d156333e807828390cc1234,0x5a7d97C88e9dbBE1748Fb24D5fb7875745d7A152,closed,27325866,"['Fuck cancer', 'Fuck cancer']","[61.28273014398485, 0.7179063792881907]",0.595520906603855
0x9ecdf083b9a6e79720b79014496cb260eb8e63e8476d652659903bcd4348e8ae,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27320800,"['Claim ✅', '🛑']","[83918.88586681212, 460.89559025160423]",10.128654868937554
0x9815de264b890bd2a97a29c72dc83cf6e604b9056384a20f3a11d2be2574875f,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27320793,"['Claim ✅', '🛑']","[58662.892099001016, 1.0237655292820638]",10.128654868937554
0x555c169b9b3b536346c7fd470d1eb26c105f84b1ffa762ac17ec466dcf45f22c,0x8fd26F5aAaE08599515f0d1693E1D1378A0bE789,closed,27320494,"['Yes, I can help you.', 'No, I can’t.']","[35.75256694939981, 4739.248912891099]",0.0
0x367af4eddf693f76cdfd59691e7d100cb23053a8c5f7c34c5318789bfeeb6932,0xa7551aBe0A066555cb5d859849426fB55543Ca25,closed,27310441,"['✅– Yes, get us ultrasound CAKE – reduce Farm emissions on v2 and confirm lower v3 emissions!', '❌– No to ultrasound CAKE, do not reduce Farm emissions!']","[142181947.49530414, 485553.30400415784]",10.0
0x90363cf5e0344e50e11acd52176f53f362adbde4af4b6222df33301396163759,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27310111,"['Claim ✅', '🛑']","[29910.64485631028, 4627.997036021053]",10.128654868937554
0x141324eb5a38403bddac156ea52b363c4390b8db650e47245273b92d64ab8972,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27310105,"['Claim ✅', '🛑']","[205975.82172668615, 43.937258657221115]",10.128654868937554
0x0cc6f8e1763ac1227fdf925850a7b61d7811ab31b848c197576e983b9a01c0f4,0x47dE377d25eBcF2FE33E42E974381a6D3b8688DE,closed,27309787,"['Claim ✅', '🛑']","[525616.2050227309, 740.6746423472845]",10.197710570288992
0x58187f17058b8b617152b2c315879b4500d2eb519581198de02238f15fff6155,0x47dE377d25eBcF2FE33E42E974381a6D3b8688DE,closed,27309776,"['CLAIM ✅', '🛑']","[159959.5638179966, 44.93680542367176]",10.197710570288992
0x49707cc7234393e85ec01d11bb049ee28ac000e6717fde0ec6f2f92b5dc08315,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27309611,"['✅', '🛑']","[21538.11335066096, 0]",10.128654868937554
0x058e296af0342696d0380770555df08dfa34437a47cc481e63edd3e3c25b01bb,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27296380,"['✅', '🛑']","[21496.71113105036, 44.83221301296314]",10.128654868937554
0x9e6e36d83ee8d8afeb7a960415799c4b2c7dddc9c3954257cfe01119137e24bd,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27296374,"['✅', '🛑']","[20015.521857126016, 43.70222776014722]",10.128654868937554
0x033c3052f1cfa3f0a2966cb4a748a28a78472020c7b5813a142b97cd4cdd6498,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27296343,"['✅', '🛑']","[145776.63260912933, 61.348184085046256]",10.128654868937554
0x356ec6f9a7f39edc6abad99b737040450e1e08c321f4b1f968da570e1d76ba04,0x47dE377d25eBcF2FE33E42E974381a6D3b8688DE,closed,27296121,"['✅', '🛑']","[20516.439010458693, 5766.087460802714]",10.197710570288992
0x886c58c9fa1552eff44e1ae354edc3890bc5e965653552432460c68156314569,0x47dE377d25eBcF2FE33E42E974381a6D3b8688DE,closed,27296112,"['✅', '🛑']","[17116.027854064905, 43.70287170386981]",10.197710570288992
0xe30e90500087c508a4b89e7ffbcc90a2812cc08ef3fa1f002f1c3781610525b1,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27296109,"['✅', '🛑']","[31404.164134952363, 1]",10.128654868937554
0x0c95fc68606d0920c6686578f2f657c4d6566eaf57d0d9aa31e83e2840bf42c4,0x47dE377d25eBcF2FE33E42E974381a6D3b8688DE,closed,27296100,"['✅', '🛑']","[19166.712378319808, 43.70290119640568]",10.197710570288992
0xa1338fea72420a0322d3200de361a43125a9b6fdfb011e15a343ee05594af4ec,0x47dE377d25eBcF2FE33E42E974381a6D3b8688DE,closed,27296086,"['✅', '🛑']","[17018.51979839222, 0]",10.197710570288992
0xe627906bfa97d3560e91fae92790d313bf1d1140d015449a1a0fa3289ccdc996,0x47dE377d25eBcF2FE33E42E974381a6D3b8688DE,closed,27296033,"['+', '-']","[22753.590456210608, 144.802800323503]",10.197710570288992
0x22a714a1404af20204e0a47c679cfc07f5bb585b81a5060105ea6b99d8d27210,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27295328,"['I mint', 'No mint']","[81871.48947038878, 30.77556001967296]",10.128654868937554
0x9941b1c349845c9a00d35fe5ded582186d0954bcca03d7a95fb22f5e0a87dab6,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27295277,"['I mint', 'No mint']","[2566.1105696501068, 9556.593965694512]",10.128654868937554
0x6c74d5d1ad115ea0c0a50b96000010a08b69035e084cf352bbbdb8e33a0fbe56,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27294259,"['YES', 'NO']","[16470.949146642044, 1]",10.128654868937554
0xec7e62c94c769e5952191bb8b307cebaa5b58a463d3346cb1d69a7c90c499a64,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27294251,"['YES', 'NO']","[23698.881392647836, 4.891756118462114]",10.128654868937554
0x6e41e90c009e71a877604a56a05d81c0d08730b30388233480801c0df6f24653,0x47dE377d25eBcF2FE33E42E974381a6D3b8688DE,closed,27293903,"['I mint', 'No mint']","[81897.41720736306, 12245.19377737708]",10.197710570288992
0xe05fc55bfc808ca4792f8dd7e62e4156697d1b4218900bd265e435df383abe80,0x47dE377d25eBcF2FE33E42E974381a6D3b8688DE,closed,27293893,"['I mint', 'No mint']","[15646.524986913832, 61747.11548512172]",10.197710570288992
0x9e5cc2dc95a620e7f0f3452fba39ab534131aa9162a009aa9fa0d82a837558b9,0x47dE377d25eBcF2FE33E42E974381a6D3b8688DE,closed,27293877,"['I MINT', 'NO MINT']","[43953.488237396545, 29.450149740393]",10.197710570288992
0xf2ba4f596ef737b652da703849c8d33baecb24baf5f28b7f18438f3ee691c903,0x47dE377d25eBcF2FE33E42E974381a6D3b8688DE,closed,27293862,"['I mint', 'No mint']","[86187.57867740898, 6756.371171442799]",10.197710570288992
0xde4492b86cafc0dcc2dca98bb3156a85588e07b019f0b56b7d1d6ea3e6d521ee,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27293131,"['YES', 'NO']","[22298.316263659606, 1]",10.128654868937554
0x8f2fc4b3273e16ed19bec4ca9d1ac72cf7beeac18ff5f1bccd9faa7b2bfe1d66,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27293127,"['YES', 'NO']","[22302.4431519273, 0]",10.128654868937554
0xc4a0b20600964643a89c9c5abc329b5516d9578ee85d743add241506bdfabf88,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27293123,"['YES', 'NO']","[15628.031633186143, 0]",10.128654868937554
0x28e57c06745e5c7ee7d4ea0498a2f333b9894e1bfd167258e3f290e5bf74e832,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27293114,"['YES', 'NO']","[195927.10716265783, 0]",10.128654868937554
0x3beb91850b835d6ebeaadfbab3bebe277899901f4f6e0456c79ab2d2e4ba0117,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,27293110,"['YES', 'NO']","[17524.496928391945, 0]",10.128654868937554
